datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2000-04-06,388.05,99594.56,1.3,99982.61,-0.0001738999999999491,0.9998261,0.0001738999999999491
2000-04-07,408.39,99594.56,1.3,100002.95,0.00020343537741207562,1.0000295,0.0
2000-04-10,387.46,99594.56,1.3,99982.02,-0.00020929382583201317,0.9998202,0.00020929999999985682
2000-04-11,370.23,99594.56,1.3,99964.79,-0.00017233098511126865,0.9996478999999999,0.00038159999999998195
2000-04-12,338.64,99594.56,1.3,99933.2,-0.0003160112675673066,0.9993319999999999,0.0006975000000000176
2000-04-13,352.78000000000003,99594.56,1.3,99947.34,0.00014149451833822546,0.9994733999999998,0.0005561000000000593
2000-04-14,346.76,99594.56,1.3,99941.31999999999,-6.023171802271854e-05,0.9994131999999999,0.0006163000000000141
2000-04-17,383.96,99594.56,1.3,99978.52,0.00037221841776768905,0.9997852,0.00024429999999986407
2000-04-18,393.26,99594.56,1.3,99987.81999999999,9.30199806916665e-05,0.9998781999999998,0.00015130000000007637
2000-04-19,375.44,99594.56,1.3,99970.0,-0.00017822170740389165,0.9996999999999999,0.0003294999999999826
2000-04-20,368.46000000000004,99594.56,1.3,99963.02,-6.982094628382729e-05,0.9996302,0.0003992999999998803
2000-04-24,373.51,99594.56,1.3,99968.06999999999,5.0518681808497945e-05,0.9996807,0.00034879999999992695
2000-04-25,397.71999999999997,99594.56,1.3,99992.28,0.00024217732722053853,0.9999227999999999,0.00010670000000001512
2000-04-26,376.02000000000004,99594.56,1.3,99970.58,-0.00021701675369334428,0.9997058,0.0003236999999999268
2000-04-27,392.89,99594.56,1.3,99987.45,0.0001687496461457716,0.9998744999999999,0.00015500000000001624
2000-04-28,384.55,99594.56,1.3,99979.11,-8.341046801374485e-05,0.9997910999999999,0.00023839999999997197
2000-05-01,385.32,99594.56,1.3,99979.88,7.7016088662063e-06,0.9997988000000001,0.00023069999999980606
2000-05-02,365.36,99594.56,1.3,99959.92,-0.00019964016760176673,0.9995992,0.00043029999999988355
2000-05-03,356.65,99594.56,1.3,99951.20999999999,-8.713492367751208e-05,0.9995120999999999,0.0005174000000000012
2000-05-04,343.10999999999996,99594.56,1.3,99937.67,-0.00013546609390713282,0.9993767,0.0006527999999998979
2000-05-05,350.64000000000004,99594.56,1.3,99945.2,7.534696376243488e-05,0.9994519999999999,0.0005775000000000086
2000-05-08,341.34000000000003,99594.56,1.3,99935.9,-9.305099194356625e-05,0.9993589999999999,0.0006705000000000183
2000-05-09,0.0,99934.59999999999,2.6,99934.59999999999,-1.3008338344944192e-05,0.9993459999999998,0.0006835000000000591
2000-05-10,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-11,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-12,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-15,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-16,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-17,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-18,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-19,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-22,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-23,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-24,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-25,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-26,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-30,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-05-31,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-01,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-02,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-05,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-06,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-07,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-08,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-09,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-12,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-13,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-14,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-15,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-16,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-19,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-20,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-21,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-22,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-23,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-26,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-27,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-28,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-29,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-06-30,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-03,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-05,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-06,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-07,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-10,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-11,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-12,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-13,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-14,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-17,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-18,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-19,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-20,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-21,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-24,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-25,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-26,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-27,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-28,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-07-31,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-01,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-02,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-03,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-04,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-07,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-08,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-09,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-10,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-11,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-14,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-15,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-16,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-17,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-18,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-21,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-22,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-23,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-24,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-25,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-28,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-29,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-30,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-08-31,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-01,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-05,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-06,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-07,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-08,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-11,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-12,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-13,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-14,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-15,0.0,99934.59999999999,2.6,99934.59999999999,0.0,0.9993459999999998,0.0006835000000000591
2000-09-18,376.06,99590.90999999999,3.9000000000000004,99966.96999999999,0.000323911838342239,0.9996696999999998,0.00035980000000013224
2000-09-19,371.59,99590.90999999999,3.9000000000000004,99962.49999999999,-4.471476928835649e-05,0.9996249999999998,0.00040450000000014086
2000-09-20,378.46999999999997,99590.90999999999,3.9000000000000004,99969.37999999999,6.882580967859653e-05,0.9996937999999997,0.00033570000000016087
2000-09-21,351.44,99590.90999999999,3.9000000000000004,99942.34999999999,-0.0002703827912106105,0.9994234999999998,0.0006060000000001065
2000-09-22,323.55,99590.90999999999,3.9000000000000004,99914.45999999999,-0.0002790608785965265,0.9991445999999998,0.0008849000000000773
2000-09-25,331.67,99590.90999999999,3.9000000000000004,99922.57999999999,8.126951794551474e-05,0.9992257999999997,0.0008037000000001848
2000-09-26,318.9,99590.90999999999,3.9000000000000004,99909.80999999998,-0.00012779894194092645,0.9990980999999997,0.0009314000000002487
2000-09-27,303.4,99590.90999999999,3.9000000000000004,99894.30999999998,-0.00015513992069449145,0.9989430999999996,0.001086400000000265
2000-09-28,331.67,99590.90999999999,3.9000000000000004,99922.57999999999,0.00028299910175078047,0.9992257999999998,0.0008037000000000738
2000-09-29,159.63,99590.90999999999,3.9000000000000004,99750.54,-0.0017217329656619151,0.9975054,0.002524099999999918
2000-10-02,150.34,99590.90999999999,3.9000000000000004,99741.24999999999,-9.313232790530979e-05,0.9974124999999999,0.0026169999999999805
2000-10-03,138.31,99590.90999999999,3.9000000000000004,99729.21999999999,-0.0001206120837666802,0.9972922,0.0027372999999999426
2000-10-04,146.43,99590.90999999999,3.9000000000000004,99737.33999999998,8.142047034964683e-05,0.9973734,0.002656099999999939
2000-10-05,136.76,99590.90999999999,3.9000000000000004,99727.66999999998,-9.695466111281359e-05,0.9972767,0.0027527999999998887
2000-10-06,137.56,99590.90999999999,3.9000000000000004,99728.46999999999,8.021845892880464e-06,0.9972847,0.0027447999999998807
2000-10-09,0.0,99727.16999999998,5.2,99727.16999999998,-1.3035395008076378e-05,0.9972717,0.0027577999999999214
2000-10-10,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-11,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-12,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-13,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-16,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-17,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-18,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-19,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-20,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-23,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-24,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-25,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-26,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-27,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-30,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-10-31,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-01,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-02,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-03,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-06,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-07,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-08,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-09,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-10,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-13,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-14,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-15,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-16,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-17,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-20,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-21,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-22,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-24,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-27,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-28,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-29,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-11-30,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-01,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-04,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-05,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-06,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-07,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-08,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-11,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-12,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-13,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-14,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-15,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-18,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-19,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-20,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-21,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-22,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-26,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-27,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-28,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2000-12-29,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-02,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-03,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-04,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-05,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-08,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-09,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-10,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-11,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-12,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-16,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-17,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-18,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-19,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-22,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-23,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-24,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-25,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-26,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-29,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-30,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-01-31,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-01,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-02,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-05,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-06,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-07,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-08,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-09,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-12,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-13,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-14,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-15,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-16,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-20,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-21,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-22,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-23,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-26,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-27,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-02-28,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-01,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-02,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-05,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-06,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-07,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-08,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-09,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-12,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-13,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-14,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-15,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
2001-03-16,0.0,99727.16999999998,5.2,99727.16999999998,0.0,0.9972717,0.0027577999999999214
